year,era,wealth,happiness
2013,2010s,99.6,6.8
2013,2010s,91.3,5.83
2013,2010s,49.5,4.81
2013,2010s,92.2,5.42
2013,2010s,37.0,4.68
2014,2010s,49.4,4.5
2014,2010s,124.2,6.96
2014,2010s,115.6,6.4
2014,2010s,28.7,3.96
2014,2010s,31.6,4.13
2014,2010s,65.1,5.07
2014,2010s,219.0,7.08
2014,2010s,14.3,2.68
2014,2010s,73.9,5.77
2014,2010s,21.4,3.22
2014,2010s,37.3,4.28
2014,2010s,45.7,4.36
2014,2010s,43.8,4.46
2014,2010s,40.2,3.91
2014,2010s,60.3,5.16
2014,2010s,40.2,4.3
2014,2010s,20.0,3.1
2014,2010s,107.7,6.27
2014,2010s,105.5,6.3
2014,2010s,112.9,6.17
2014,2010s,18.9,3.17
2014,2010s,75.1,5.18
2014,2010s,99.6,6.95
2014,2010s,27.7,4.07
2014,2010s,60.4,5.17
2014,2010s,55.0,5.29
2014,2010s,238.9,6.01
2014,2010s,254.1,5.81
2014,2010s,17.2,2.98
2014,2010s,389.5,6.22
2014,2010s,30.2,3.74
2014,2010s,125.2,6.67
2014,2010s,124.2,6.91
2014,2010s,28.4,3.34
2014,2010s,86.9,5.98
2014,2010s,55.4,4.9
2014,2010s,90.9,6.06
2014,2010s,71.3,5.24
2014,2010s,147.2,7.18
2014,2010s,63.5,5.14
2014,2010s,52.9,5.43
2014,2010s,136.5,6.39
2014,2010s,92.7,6.24
2014,2010s,103.9,6.2
2014,2010s,36.4,4.01
2014,2010s,27.4,3.9
2014,2010s,39.2,4.14
2014,2010s,37.7,3.25
2014,2010s,108.2,5.23
2014,2010s,124.8,7.04
2014,2010s,53.4,5.26
2014,2010s,175.5,7.36
2014,2010s,167.5,6.69
2014,2010s,72.0,4.99
2014,2010s,32.4,3.78
2014,2010s,195.6,6.71
2014,2010s,57.3,4.61
2014,2010s,66.0,5.83
2014,2010s,46.5,5.34
2014,2010s,30.8,4.02
2014,2010s,19.9,3.28
2014,2010s,96.4,5.61
2014,2010s,33.3,4.52
2014,2010s,595.3,6.73
2014,2010s,26.6,3.54
2014,2010s,23.4,3.64
2014,2010s,88.0,5.66
2014,2010s,188.9,6.75
2014,2010s,63.0,4.66
2014,2010s,92.2,6.35
2014,2010s,15.1,2.96
2014,2010s,36.1,4.51
2014,2010s,26.8,3.58
2014,2010s,14.5,2.91
2014,2010s,65.5,4.82
2014,2010s,11.2,3.02
2014,2010s,22.3,3.1
2014,2010s,40.1,4.12
2014,2010s,32.2,3.92
2014,2010s,80.8,5.73
2014,2010s,75.5,4.94
2014,2010s,117.3,6.4
2014,2010s,105.5,6.53
2014,2010s,141.2,6.55
2014,2010s,59.9,4.98
2014,2010s,75.3,5.6
2014,2010s,88.1,5.83
2014,2010s,66.7,4.92
2014,2010s,44.5,4.46
2014,2010s,46.8,4.92
2014,2010s,32.5,3.57
2014,2010s,82.3,5.6
2014,2010s,55.9,4.43
2014,2010s,36.5,4.45
2014,2010s,36.5,4.09
2014,2010s,24.2,3.22
2014,2010s,125.0,6.63
2014,2010s,63.6,4.76
2014,2010s,31.4,3.52
2014,2010s,110.0,5.82
2014,2010s,39.4,3.88
2014,2010s,20.9,3.81
2014,2010s,129.1,6.38
2014,2010s,40.1,4.45
2014,2010s,44.2,4.17
2014,2010s,61.9,5.39
2014,2010s,141.4,6.32
2014,2010s,60.9,5.1
2014,2010s,24.4,3.54
2014,2010s,90.2,6.74
2014,2010s,41.7,4.58
2014,2010s,247.2,6.49
2014,2010s,59.9,5.3
2014,2010s,11.2,3.51
2014,2010s,78.4,5.05
2014,2010s,258.0,6.41
2014,2010s,195.6,6.62
2014,2010s,236.9,6.56
2014,2010s,27.9,3.59
2014,2010s,118.9,6.06
2014,2010s,34.9,4.54
2014,2010s,71.0,4.91
2014,2010s,23.1,3.38
2014,2010s,37.0,4.51
2014,2010s,36.1,4.1
2014,2010s,117.7,6.15
2014,2010s,109.4,5.85
2014,2010s,73.8,5.42
2014,2010s,21.8,3.12
2014,2010s,47.5,4.67
2014,2010s,34.3,3.53
2014,2010s,115.2,6.71
2014,2010s,145.2,6.73
2014,2010s,132.5,6.72
2014,2010s,34.1,4.52
2014,2010s,7.7,2.38
2014,2010s,15.9,2.79
2014,2010s,174.3,6.51
2014,2010s,44.4,4.4
2014,2010s,34.2,3.98
2014,2010s,205.7,6.41
2014,2010s,155.0,5.99
2014,2010s,61.1,4.9
2014,2010s,48.1,4.75
2014,2010s,54.3,4.91
2014,2010s,71.1,5.84
2014,2010s,199.2,7.39
2014,2010s,82.4,5.99
2014,2010s,103.4,6.69
2014,2010s,144.2,6.96
2014,2010s,25.0,4.15
2014,2010s,105.7,6.9
2014,2010s,48.1,4.95
2014,2010s,9.1,2.87
2014,2010s,12.2,2.75
2014,2010s,28.0,3.7
2014,2010s,89.4,5.78
2014,2010s,65.3,5.45
2014,2010s,68.9,5.1
2014,2010s,259.2,6.64
2014,2010s,23.2,2.63
2014,2010s,58.8,5.62
2014,2010s,75.4,5.46
2014,2010s,34.5,4.19
2014,2010s,61.3,5.61
2014,2010s,18.1,3.28
2014,2010s,172.7,7.21
2014,2010s,36.0,3.67
2014,2010s,275.3,7.54
2014,2010s,58.6,5.39
2014,2010s,129.7,6.71
2014,2010s,57.6,5.48
2014,2010s,58.6,4.6
2014,2010s,38.7,4.12
2014,2010s,65.6,5.75
2014,2010s,76.2,4.91
2014,2010s,33.3,4.17
2014,2010s,54.6,5.06
2014,2010s,38.0,4.88
2014,2010s,336.7,6.15
2014,2010s,56.1,5.49
2014,2010s,191.2,6.51
2014,2010s,51.8,4.61
2014,2010s,72.9,5.04
2014,2010s,22.3,3.03
2014,2010s,42.9,4.55
2014,2010s,70.3,5.0
2014,2010s,197.1,6.96
2014,2010s,70.9,5.18
2014,2010s,169.4,6.28
2014,2010s,97.0,5.89
2014,2010s,203.3,6.82
2014,2010s,57.4,4.87
2014,2010s,360.3,6.71
2014,2010s,41.7,4.6
2014,2010s,33.8,4.38
2014,2010s,24.2,3.41
2014,2010s,344.7,6.34
2014,2010s,110.9,6.38
2014,2010s,46.7,4.73
2015,2010s,153.1,6.18
2015,2010s,100.5,5.84
2015,2010s,262.2,6.45
2015,2010s,18.8,3.14
2015,2010s,49.2,4.4
2015,2010s,42.4,4.63
2015,2010s,13.7,2.35
2015,2010s,132.9,6.1
2015,2010s,49.0,4.54
2015,2010s,104.5,6.17
2015,2010s,352.2,6.19
2015,2010s,46.0,4.33
2015,2010s,43.7,4.3
2015,2010s,65.6,5.11
2015,2010s,125.8,6.66
2015,2010s,39.2,4.02
2015,2010s,37.4,4.68
2015,2010s,132.6,6.83
2015,2010s,79.7,5.38
2015,2010s,12.9,2.9
2015,2010s,23.9,3.54
2015,2010s,185.0,7.13
2015,2010s,81.1,5.49
2015,2010s,33.9,4.27
2015,2010s,52.8,4.82
2015,2010s,60.6,5.6
2015,2010s,104.2,6.67
2015,2010s,21.7,3.44
2015,2010s,31.9,3.82
2015,2010s,73.6,5.67
2015,2010s,55.7,4.84
2015,2010s,92.1,6.55
2015,2010s,23.9,3.52
2015,2010s,78.4,5.48
2015,2010s,136.1,6.51
2015,2010s,86.4,5.41
2015,2010s,66.6,5.47
2015,2010s,55.8,4.63
2015,2010s,32.1,4.3
2015,2010s,56.8,4.5
2015,2010s,154.3,6.74
2015,2010s,54.9,5.28
2015,2010s,30.8,3.1
2015,2010s,41.5,5.05
2015,2010s,69.8,5.23
2015,2010s,45.3,4.56
2015,2010s,86.3,6.03
2015,2010s,88.8,6.14
2015,2010s,116.9,6.57
2015,2010s,174.5,7.05
2015,2010s,126.6,6.8
2015,2010s,29.8,4.42
2015,2010s,30.5,4.02
2015,2010s,56.7,5.63
2015,2010s,42.8,4.72
2015,2010s,25.5,2.95
2015,2010s,43.1,5.33
2015,2010s,42.0,4.17
2015,2010s,36.3,4.64
2015,2010s,47.3,4.6
2015,2010s,145.2,7.06
2015,2010s,69.7,5.13
2015,2010s,383.1,6.92
2015,2010s,68.2,5.24
2015,2010s,48.3,5.18
2015,2010s,60.2,5.22
2015,2010s,72.7,5.79
2015,2010s,83.2,4.99
2015,2010s,284.8,6.67
2015,2010s,31.8,4.05
2015,2010s,114.3,6.49
2015,2010s,70.1,5.72
2015,2010s,18.5,3.07
2015,2010s,107.0,6.29
2015,2010s,155.3,7.11
2015,2010s,31.5,3.09
2015,2010s,59.6,5.25
2015,2010s,16.5,2.96
2015,2010s,23.3,3.15
2015,2010s,131.7,6.77
2015,2010s,42.3,4.81
2015,2010s,26.1,3.98
2015,2010s,71.3,5.37
2015,2010s,40.5,4.61
2015,2010s,42.1,4.68
2015,2010s,104.5,6.2
2015,2010s,25.1,3.32
2015,2010s,30.4,3.61
2015,2010s,67.4,5.59
2015,2010s,124.1,6.58
2015,2010s,151.9,6.33
2015,2010s,36.4,3.53
2015,2010s,121.2,6.84
2015,2010s,33.3,3.78
2015,2010s,236.0,6.82
2015,2010s,25.6,4.02
2015,2010s,162.5,6.24
2015,2010s,36.7,4.12
2015,2010s,271.6,6.64
2015,2010s,93.5,6.13
2015,2010s,28.0,4.15
2015,2010s,40.6,3.84
2015,2010s,107.8,6.49
2015,2010s,132.1,7.01
2015,2010s,56.9,4.89
2015,2010s,62.0,5.08
2015,2010s,106.0,6.4
2015,2010s,66.2,5.39
2015,2010s,22.7,3.64
2015,2010s,32.6,4.14
2015,2010s,71.6,5.09
2015,2010s,149.3,7.04
2015,2010s,201.6,7.11
2015,2010s,107.7,6.36
2015,2010s,74.4,4.99
2015,2010s,105.2,6.2
2015,2010s,36.4,4.19
2015,2010s,53.5,4.43
2015,2010s,32.3,3.8
2015,2010s,23.5,2.98
2015,2010s,77.1,5.8
2015,2010s,69.0,5.41
2015,2010s,100.5,5.57
2015,2010s,90.4,6.05
2015,2010s,72.0,5.42
2015,2010s,91.1,6.12
2015,2010s,58.1,4.86
2015,2010s,81.8,5.43
2015,2010s,34.8,3.78
2015,2010s,79.2,5.46
2015,2010s,99.1,6.13
2015,2010s,36.3,4.17
2015,2010s,62.4,5.07
2015,2010s,37.6,4.03
2015,2010s,40.4,4.18
2015,2010s,25.8,4.48
2015,2010s,155.0,6.43
2015,2010s,133.4,6.46
2015,2010s,89.8,7.06
2015,2010s,263.4,6.85
2015,2010s,52.1,4.29
2015,2010s,583.0,7.0
2015,2010s,50.6,4.4
2015,2010s,72.7,5.78
2015,2010s,44.5,4.4
2015,2010s,79.3,5.49
2015,2010s,112.3,6.94
2015,2010s,55.1,5.08
2015,2010s,227.4,7.04
2015,2010s,71.8,5.59
2015,2010s,73.5,5.33
2015,2010s,30.3,4.04
2015,2010s,82.1,6.15
2015,2010s,54.3,4.9
2015,2010s,38.0,4.82
2015,2010s,33.5,4.28
2015,2010s,445.0,6.78
2015,2010s,49.2,4.75
2015,2010s,20.1,3.34
2015,2010s,35.5,3.64
2015,2010s,57.7,4.95
2015,2010s,90.4,6.0
2015,2010s,91.0,5.79
2015,2010s,99.7,6.25
2015,2010s,37.0,4.15
2015,2010s,77.5,5.87
2015,2010s,31.1,4.1
2015,2010s,37.7,4.24
2015,2010s,30.1,3.34
2015,2010s,24.6,4.16
2015,2010s,133.3,6.61
2015,2010s,100.6,6.12
2015,2010s,124.8,6.48
2015,2010s,61.8,4.95
2015,2010s,107.4,6.83
2015,2010s,16.0,3.54
2015,2010s,114.6,6.57
2015,2010s,68.5,5.3
2015,2010s,96.0,6.27
2015,2010s,79.8,5.69
2015,2010s,28.6,3.68
2015,2010s,19.5,3.37
2015,2010s,35.2,3.91
2015,2010s,91.7,6.04
2015,2010s,100.7,6.22
2015,2010s,21.5,3.58
2015,2010s,28.7,3.53
2015,2010s,34.9,4.3
2015,2010s,45.9,4.21
2015,2010s,21.6,3.17
2015,2010s,20.7,3.13
2015,2010s,32.4,3.56
2015,2010s,64.0,5.55
2015,2010s,24.8,3.2
2015,2010s,55.0,4.64
2015,2010s,132.7,7.09
2015,2010s,22.6,3.23
2015,2010s,51.4,4.68
2015,2010s,129.4,6.28
2015,2010s,43.8,4.74
2016,2010s,39.0,4.54
2016,2010s,143.6,6.94
2016,2010s,47.7,4.79
2016,2010s,137.4,6.7
2016,2010s,82.8,5.56
2016,2010s,46.4,4.27
2016,2010s,86.0,6.27
2016,2010s,76.3,5.83
2016,2010s,129.0,6.39
2016,2010s,39.8,4.29
2016,2010s,61.9,5.02
2016,2010s,57.3,4.57
2016,2010s,101.7,6.24
2016,2010s,27.8,3.56
2016,2010s,128.6,6.3
2016,2010s,85.1,5.28
2016,2010s,22.3,2.87
2016,2010s,148.5,6.56
2016,2010s,320.5,6.67
2016,2010s,127.2,6.31
2016,2010s,175.0,6.93
2016,2010s,64.0,5.17
2016,2010s,17.3,3.33
2016,2010s,15.0,2.93
2016,2010s,72.7,5.19
2016,2010s,38.5,4.25
2016,2010s,30.2,3.38
2016,2010s,57.2,5.15
2016,2010s,95.2,5.71
2016,2010s,20.2,3.61
2016,2010s,42.8,4.29
2016,2010s,186.2,7.07
2016,2010s,26.8,3.26
2016,2010s,115.2,6.19
2016,2010s,41.7,4.49
2016,2010s,90.3,6.33
2016,2010s,136.6,7.25
2016,2010s,104.6,6.25
2016,2010s,118.7,7.15
2016,2010s,25.3,3.47
2016,2010s,138.3,7.06
2016,2010s,31.7,3.57
2016,2010s,72.9,5.62
2016,2010s,72.8,4.65
2016,2010s,86.3,5.44
2016,2010s,77.3,5.76
2016,2010s,31.9,3.45
2016,2010s,21.8,3.53
2016,2010s,115.4,6.75
2016,2010s,69.0,5.18
2016,2010s,142.1,6.34
2016,2010s,58.0,4.83
2016,2010s,20.9,3.0
2016,2010s,123.8,6.55
2016,2010s,45.4,4.55
2016,2010s,77.5,5.49
2016,2010s,36.9,4.73
2016,2010s,205.9,6.45
2016,2010s,31.1,4.35
2016,2010s,46.6,4.2
2016,2010s,65.0,5.25
2016,2010s,26.4,4.05
2016,2010s,76.9,5.98
2016,2010s,201.0,6.56
2016,2010s,41.5,4.54
2016,2010s,80.7,5.83
2016,2010s,7.6,2.34
2016,2010s,58.3,5.22
2016,2010s,47.4,5.25
2016,2010s,32.5,4.1
2016,2010s,135.0,6.86
2016,2010s,47.0,4.81
2016,2010s,52.5,4.28
2016,2010s,45.2,4.67
2016,2010s,14.2,2.59
2016,2010s,25.7,3.39
2016,2010s,123.4,7.34
2016,2010s,12.3,2.74
2016,2010s,33.8,3.74
2016,2010s,44.5,4.88
2016,2010s,221.9,6.37
2016,2010s,106.8,6.12
2016,2010s,39.5,4.7
2016,2010s,159.6,6.71
2016,2010s,34.4,3.48
2016,2010s,127.9,6.82
2016,2010s,21.7,3.24
2016,2010s,134.2,7.2
2016,2010s,44.2,4.25
2016,2010s,27.7,4.07
2016,2010s,51.0,5.35
2016,2010s,73.9,5.2
2016,2010s,41.4,4.28
2016,2010s,90.9,6.07
2016,2010s,38.7,3.93
2016,2010s,95.5,6.14
2016,2010s,83.6,5.68
2016,2010s,57.3,4.88
2016,2010s,43.1,4.43
2016,2010s,67.2,5.32
2016,2010s,90.7,5.99
2016,2010s,281.7,6.49
2016,2010s,121.4,6.36
2016,2010s,124.8,6.56
2016,2010s,600.0,6.69
2016,2010s,88.4,5.72
2016,2010s,86.3,5.94
2016,2010s,101.7,5.54
2016,2010s,28.2,3.46
2016,2010s,43.0,4.31
2016,2010s,41.0,4.03
2016,2010s,97.5,6.66
2016,2010s,52.7,4.8
2016,2010s,66.6,5.34
2016,2010s,135.6,6.5
2016,2010s,114.6,6.41
2016,2010s,53.1,4.39
2016,2010s,36.3,4.06
2016,2010s,140.6,6.35
2016,2010s,107.2,6.18
2016,2010s,18.0,2.27
2016,2010s,47.4,4.2
2016,2010s,67.9,5.83
2016,2010s,107.6,6.58
2016,2010s,118.7,6.97
2016,2010s,74.2,5.99
2016,2010s,93.1,6.22
2016,2010s,63.0,5.0
2016,2010s,36.2,3.75
2016,2010s,49.3,5.07
2016,2010s,60.9,5.11
2016,2010s,58.5,5.88
2016,2010s,14.6,2.84
2016,2010s,44.5,5.17
2016,2010s,62.6,5.09
2016,2010s,48.6,5.11
2016,2010s,49.9,5.28
2016,2010s,86.5,5.48
2016,2010s,26.7,3.48
2016,2010s,17.7,2.79
2016,2010s,46.2,4.11
2016,2010s,106.4,6.5
2016,2010s,212.7,6.63
2016,2010s,107.9,6.31
2016,2010s,19.9,3.47
2016,2010s,50.4,4.06
2016,2010s,72.7,5.91
2016,2010s,68.5,5.22
2016,2010s,89.9,6.1
2016,2010s,30.2,4.04
2016,2010s,63.0,5.64
2016,2010s,82.2,5.69
2016,2010s,111.5,5.62
2016,2010s,32.8,3.97
2016,2010s,46.3,4.62
2016,2010s,7.9,2.18
2016,2010s,37.6,4.23
2016,2010s,40.5,4.18
2016,2010s,27.9,3.24
2016,2010s,67.9,5.55
2016,2010s,57.5,4.78
2016,2010s,11.0,2.6
2016,2010s,70.5,5.24
2016,2010s,29.9,4.24
2016,2010s,86.4,5.82
2016,2010s,22.9,3.47
2016,2010s,61.4,4.95
2016,2010s,48.5,4.8
2016,2010s,75.3,6.01
2016,2010s,65.9,5.48
2016,2010s,49.5,4.92
2016,2010s,19.0,3.44
2016,2010s,19.8,2.79
2016,2010s,38.7,3.92
2016,2010s,59.6,4.98
2016,2010s,38.0,3.94
2016,2010s,95.9,5.68
2016,2010s,48.7,3.99
2016,2010s,29.1,3.3
2016,2010s,48.7,4.56
2016,2010s,71.1,5.39
2016,2010s,76.6,5.29
2016,2010s,245.5,6.73
2016,2010s,36.3,3.97
2016,2010s,56.8,5.33
2016,2010s,82.6,5.68
2016,2010s,59.0,5.27
2016,2010s,41.2,4.41
2016,2010s,18.8,2.72
2016,2010s,40.9,4.29
2016,2010s,26.8,3.22
2016,2010s,16.4,3.04
2016,2010s,33.0,3.7
2016,2010s,27.4,3.81
2016,2010s,93.0,5.52
2016,2010s,94.2,6.02
2016,2010s,30.5,4.04
2016,2010s,49.4,4.99
2016,2010s,14.9,2.72
2016,2010s,41.4,4.35
2017,2010s,80.9,5.76
2017,2010s,111.4,6.9
2017,2010s,35.1,3.54
2017,2010s,132.1,6.33
2017,2010s,19.3,4.22
2017,2010s,23.5,3.38
2017,2010s,102.2,5.52
2017,2010s,210.1,6.5
2017,2010s,86.9,4.87
2017,2010s,58.2,5.08
2017,2010s,11.6,3.06
2017,2010s,13.2,2.56
2017,2010s,66.1,5.1
2017,2010s,45.9,4.85
2017,2010s,26.2,3.01
2017,2010s,63.0,4.7
2017,2010s,65.4,5.16
2017,2010s,121.8,6.3
2017,2010s,66.5,5.17
2017,2010s,150.8,6.25
2017,2010s,60.4,5.15
2017,2010s,55.0,4.83
2017,2010s,133.3,6.85
2017,2010s,28.8,3.82
2017,2010s,495.3,6.77
2017,2010s,79.5,5.15
2017,2010s,79.8,5.83
2017,2010s,89.0,5.78
2017,2010s,245.2,6.64
2017,2010s,108.7,6.68
2017,2010s,18.0,2.92
2017,2010s,171.9,7.17
2017,2010s,46.5,5.06
2017,2010s,65.0,5.49
2017,2010s,23.0,3.11
2017,2010s,89.0,5.13
2017,2010s,36.8,4.52
2017,2010s,64.7,5.25
2017,2010s,48.5,4.38
2017,2010s,254.2,7.11
2017,2010s,265.3,6.4
2017,2010s,62.1,4.98
2017,2010s,62.9,5.34
2017,2010s,45.3,4.12
2017,2010s,137.5,6.63
2017,2010s,46.9,4.95
2017,2010s,43.7,4.52
2017,2010s,125.0,7.04
2017,2010s,40.1,4.68
2017,2010s,58.3,5.01
2017,2010s,18.3,2.37
2017,2010s,101.7,5.79
2017,2010s,257.2,6.97
2017,2010s,103.1,5.66
2017,2010s,179.6,6.59
2017,2010s,31.8,4.02
2017,2010s,71.6,5.95
2017,2010s,29.6,3.59
2017,2010s,50.6,4.49
2017,2010s,107.1,6.26
2017,2010s,64.8,5.34
2017,2010s,20.8,3.27
2017,2010s,22.4,3.78
2017,2010s,21.3,3.08
2017,2010s,86.7,5.88
2017,2010s,282.1,6.86
2017,2010s,166.7,6.56
2017,2010s,14.5,3.25
2017,2010s,174.2,6.75
2017,2010s,121.1,6.83
2017,2010s,18.8,3.28
2017,2010s,47.8,4.74
2017,2010s,136.5,6.45
2017,2010s,90.7,5.71
2017,2010s,22.5,3.85
2017,2010s,94.9,6.25
2017,2010s,12.1,2.45
2017,2010s,50.8,4.79
2017,2010s,140.9,5.85
2017,2010s,60.8,4.89
2017,2010s,41.3,4.67
2017,2010s,116.9,6.43
2017,2010s,124.6,6.64
2017,2010s,160.3,5.64
2017,2010s,115.6,6.3
2017,2010s,135.0,6.78
2017,2010s,104.0,6.38
2017,2010s,73.2,5.81
2017,2010s,64.2,5.13
2017,2010s,50.2,4.65
2017,2010s,24.2,3.05
2017,2010s,29.3,3.71
2017,2010s,48.6,4.2
2017,2010s,71.9,4.79
2017,2010s,176.8,6.32
2017,2010s,58.1,5.52
2017,2010s,127.4,6.53
2017,2010s,134.8,6.74
2017,2010s,50.4,4.53
2017,2010s,93.7,5.38
2017,2010s,50.0,5.02
2017,2010s,161.7,5.94
2017,2010s,96.7,5.87
2017,2010s,24.6,3.51
2017,2010s,67.7,5.39
2017,2010s,206.5,6.45
2017,2010s,52.4,4.14
2017,2010s,83.9,5.49
2017,2010s,90.4,5.66
2017,2010s,27.6,3.42
2017,2010s,88.0,6.21
2017,2010s,21.1,2.92
2017,2010s,37.5,4.28
2017,2010s,134.4,6.72
2017,2010s,78.4,5.96
2017,2010s,47.8,4.56
2017,2010s,83.9,6.04
2017,2010s,57.4,4.91
2017,2010s,60.6,5.23
2017,2010s,98.2,5.57
2017,2010s,34.8,3.12
2017,2010s,61.8,5.25
2017,2010s,47.5,4.75
2017,2010s,18.3,3.35
2017,2010s,30.1,3.63
2017,2010s,194.5,7.22
2017,2010s,80.1,5.51
2017,2010s,22.2,3.55
2017,2010s,18.9,3.43
2017,2010s,55.2,5.49
2017,2010s,193.5,6.59
2017,2010s,52.2,4.55
2017,2010s,159.9,6.17
2017,2010s,78.1,6.16
2017,2010s,85.4,5.95
2017,2010s,22.0,3.55
2017,2010s,121.2,7.64
2017,2010s,46.7,4.68
2017,2010s,114.6,5.96
2017,2010s,32.6,3.87
2017,2010s,68.5,5.0
2017,2010s,78.1,5.48
2017,2010s,53.5,4.69
2017,2010s,81.3,5.49
2017,2010s,49.1,4.17
2017,2010s,36.9,4.7
2017,2010s,200.0,6.81
2017,2010s,131.8,6.57
2017,2010s,33.9,4.27
2017,2010s,91.9,6.13
2017,2010s,34.4,4.12
2017,2010s,24.7,3.78
2017,2010s,130.3,6.69
2017,2010s,16.7,3.33
2017,2010s,120.2,6.8
2017,2010s,49.6,4.74
2017,2010s,51.2,4.66
2017,2010s,81.6,6.24
2017,2010s,92.8,5.81
2017,2010s,32.3,4.06
2017,2010s,102.8,6.34
2017,2010s,65.3,5.02
2017,2010s,23.4,3.19
2017,2010s,52.8,4.68
2017,2010s,169.1,6.53
2017,2010s,211.0,6.19
2017,2010s,102.8,5.97
2017,2010s,24.6,3.63
2017,2010s,86.7,6.28
2017,2010s,113.6,6.59
2017,2010s,103.4,5.3
2017,2010s,108.1,6.52
2017,2010s,78.8,5.44
2017,2010s,56.8,5.11
2017,2010s,38.0,4.19
2017,2010s,14.5,2.89
2017,2010s,77.4,5.56
2017,2010s,69.0,5.34
2017,2010s,91.2,6.41
2017,2010s,22.0,3.39
2017,2010s,97.3,6.46
2017,2010s,280.1,7.03
2017,2010s,63.6,5.42
2017,2010s,57.3,4.34
2017,2010s,75.6,5.94
2017,2010s,275.5,6.54
2017,2010s,27.8,3.96
2017,2010s,69.9,5.04
2017,2010s,32.9,3.54
2017,2010s,39.8,4.97
2017,2010s,57.8,4.65
2017,2010s,164.8,7.1
2017,2010s,231.6,6.74
2017,2010s,84.0,5.62
2017,2010s,45.2,4.49
2017,2010s,389.1,6.25
2017,2010s,43.5,4.43
2017,2010s,39.1,3.86
2017,2010s,15.8,2.9
2017,2010s,171.0,7.03
2018,2010s,124.0,6.68
2018,2010s,367.9,6.18
2018,2010s,21.2,3.65
2018,2010s,179.1,6.7
2018,2010s,63.2,4.98
2018,2010s,109.8,6.59
2018,2010s,17.4,3.08
2018,2010s,180.4,6.29
2018,2010s,108.2,6.95
2018,2010s,58.3,4.99
2018,2010s,97.3,6.05
2018,2010s,33.8,3.86
2018,2010s,38.9,4.64
2018,2010s,42.4,4.2
2018,2010s,15.0,2.45
2018,2010s,114.5,6.18
2018,2010s,146.6,7.15
2018,2010s,35.5,4.37
2018,2010s,77.9,5.52
2018,2010s,49.2,5.14
2018,2010s,76.7,5.84
2018,2010s,37.5,4.08
2018,2010s,30.9,3.8
2018,2010s,132.1,6.77
2018,2010s,57.2,4.67
2018,2010s,273.4,6.7
2018,2010s,62.1,5.24
2018,2010s,30.0,3.22
2018,2010s,150.6,6.63
2018,2010s,96.3,5.95
2018,2010s,103.5,6.57
2018,2010s,146.5,6.04
2018,2010s,36.8,4.0
2018,2010s,54.5,4.7
2018,2010s,52.8,5.14
2018,2010s,22.8,3.42
2018,2010s,49.2,5.29
2018,2010s,163.5,6.93
2018,2010s,71.7,5.29
2018,2010s,21.9,3.47
2018,2010s,18.7,3.08
2018,2010s,209.1,7.0
2018,2010s,56.1,4.46
2018,2010s,36.9,3.86
2018,2010s,48.9,4.81
2018,2010s,19.8,3.7
2018,2010s,174.5,5.93
2018,2010s,44.7,4.96
2018,2010s,167.3,6.65
2018,2010s,62.4,4.48
2018,2010s,175.3,5.65
2018,2010s,72.7,4.93
2018,2010s,113.8,6.39
2018,2010s,102.9,6.17
2018,2010s,95.8,6.27
2018,2010s,77.9,5.42
2018,2010s,50.4,4.32
2018,2010s,252.4,6.56
2018,2010s,30.4,3.84
2018,2010s,60.2,5.15
2018,2010s,60.7,4.81
2018,2010s,81.1,6.01
2018,2010s,43.5,4.21
2018,2010s,76.0,5.25
2018,2010s,52.9,4.61
2018,2010s,18.3,3.56
2018,2010s,60.4,5.03
2018,2010s,26.3,3.38
2018,2010s,16.3,3.4
2018,2010s,66.5,6.02
2018,2010s,86.5,5.91
2018,2010s,89.1,6.33
2018,2010s,91.8,6.32
2018,2010s,14.1,2.72
2018,2010s,21.6,3.38
2018,2010s,263.6,6.25
2018,2010s,27.4,3.61
2018,2010s,94.9,5.81
2018,2010s,35.8,3.95
2018,2010s,63.7,4.92
2018,2010s,37.3,4.06
2018,2010s,91.4,6.14
2018,2010s,66.5,5.23
2018,2010s,42.9,3.75
2018,2010s,27.3,3.42
2018,2010s,73.3,4.95
2018,2010s,24.2,3.6
2018,2010s,82.7,5.91
2018,2010s,430.2,6.79
2018,2010s,165.2,6.42
2018,2010s,102.8,6.28
2018,2010s,56.3,4.76
2018,2010s,14.0,2.53
2018,2010s,22.3,3.67
2018,2010s,157.0,6.98
2018,2010s,33.2,4.3
2018,2010s,35.5,3.87
2018,2010s,53.0,5.22
2018,2010s,27.1,3.49
2018,2010s,23.9,3.73
2018,2010s,57.8,4.8
2018,2010s,30.7,3.77
2018,2010s,34.4,3.18
2018,2010s,33.4,3.87
2018,2010s,88.8,5.92
2018,2010s,50.4,4.57
2018,2010s,52.5,5.4
2018,2010s,93.9,5.6
2018,2010s,53.9,4.65
2018,2010s,48.7,4.33
2018,2010s,85.4,5.61
2018,2010s,99.0,6.48
2018,2010s,53.7,5.35
2018,2010s,63.7,4.94
2018,2010s,33.4,3.73
2018,2010s,31.5,3.48
2018,2010s,106.8,6.73
2018,2010s,83.8,6.16
2018,2010s,84.4,5.74
2018,2010s,74.1,5.01
2018,2010s,62.1,4.67
2018,2010s,101.2,6.22
2018,2010s,121.0,6.74
2018,2010s,118.8,5.79
2018,2010s,55.6,4.79
2018,2010s,169.8,7.27
2018,2010s,71.2,5.34
